cust_id,month_from_purchase,store_id,age_when_purchase,gender_id,city_code
267205,105.83333333333333,0.8333333333333334,22.166666666666668,1.0,9.0
267208,102.75,2.0,34.5,0.0,8.0
267210,112.25,0.75,29.5,1.0,2.0
267211,102.42857142857143,0.8571428571428571,24.571428571428573,0.0,1.0
267214,105.28571428571429,1.1428571428571428,38.857142857142854,1.0,6.0
267216,97.75,1.25,30.5,0.0,8.0
267217,113.33333333333333,1.5,24.333333333333332,0.0,2.0
267220,110.25,1.5,25.25,0.0,8.0
267224,101.83333333333333,1.0,26.333333333333332,1.0,8.0
267226,107.16666666666667,1.0,38.666666666666664,0.0,2.0
267227,107.0,1.0,29.0,1.0,6.0
267228,110.0,0.25,40.75,1.0,6.0
267230,99.66666666666667,0.3333333333333333,21.0,1.0,1.0
267231,111.57142857142857,1.2857142857142858,35.42857142857143,1.0,1.0
267232,107.33333333333333,0.6666666666666666,28.666666666666668,1.0,1.0
267233,103.16666666666667,0.6666666666666666,24.666666666666668,1.0,10.0
267234,98.0,1.0,23.5,0.0,2.0
267235,106.5,0.75,23.75,0.0,6.0
267236,105.0,1.0,30.8,0.0,8.0
267237,100.0,2.6666666666666665,34.0,0.0,8.0
267239,99.66666666666667,1.3333333333333333,33.666666666666664,0.0,6.0
267240,102.25,1.0,41.75,0.0,6.0
267243,86.0,0.0,24.0,1.0,6.0
267244,115.5,1.25,34.25,0.0,2.0
267245,101.66666666666667,1.3333333333333333,24.5,0.0,6.0
267246,100.66666666666667,2.3333333333333335,34.0,1.0,2.0
267247,99.8,1.4,22.2,0.0,5.0
267248,107.71428571428571,1.7142857142857142,25.142857142857142,0.0,5.0
267251,100.8,0.8,32.0,1.0,1.0
267252,108.33333333333333,1.6666666666666667,35.0,1.0,10.0
267256,103.8,1.4,34.8,1.0,8.0
267257,104.4,0.6,39.6,0.0,4.0
267260,107.8,1.4,29.2,0.0,9.0
267261,105.2,1.4,33.0,1.0,6.0
267264,98.66666666666667,0.6666666666666666,23.333333333333332,1.0,6.0
267265,99.0,1.3333333333333333,21.0,1.0,5.0
267266,109.22222222222223,1.7777777777777777,25.666666666666668,1.0,5.0
267268,102.75,1.5,26.5,0.0,8.0
267269,109.33333333333333,0.8333333333333334,41.0,1.0,4.0
267272,104.66666666666667,0.6666666666666666,28.666666666666668,1.0,7.0
267273,106.16666666666667,1.0,37.833333333333336,0.0,7.0
267277,115.33333333333333,1.6666666666666667,28.0,1.0,1.0
267278,95.66666666666667,1.3333333333333333,38.666666666666664,1.0,10.0
267279,108.66666666666667,1.0,30.666666666666668,0.0,9.0
267280,99.66666666666667,1.0,42.333333333333336,0.0,5.0
267281,102.0,1.0,37.333333333333336,1.0,7.0
267282,94.33333333333333,1.0,38.166666666666664,1.0,1.0
267286,100.85714285714286,1.1428571428571428,32.857142857142854,0.0,1.0
267287,103.66666666666667,0.8333333333333334,33.5,1.0,10.0
267291,105.2,1.4,27.6,1.0,4.0
267293,101.0,1.2857142857142858,40.714285714285715,0.0,2.0
267296,102.75,1.0,37.0,0.0,4.0
267297,102.66666666666667,0.0,36.666666666666664,0.0,2.0
267301,99.8,1.8,39.4,1.0,2.0
267302,102.33333333333333,2.3333333333333335,31.0,0.0,9.0
267306,102.5,0.8333333333333334,20.833333333333332,1.0,10.0
267307,101.75,2.0,32.75,1.0,1.0
267309,108.25,1.75,38.75,1.0,1.0
267316,95.85714285714286,1.5714285714285714,20.571428571428573,0.0,1.0
267317,113.0,0.6666666666666666,31.333333333333332,0.0,7.0
267318,113.66666666666667,1.6666666666666667,23.666666666666668,0.0,7.0
267320,97.75,1.25,40.25,0.0,3.0
267322,104.0,0.5,35.5,0.0,10.0
267323,102.5,1.25,22.5,1.0,7.0
267324,108.7,0.3,20.2,1.0,3.0
267325,99.42857142857143,1.0,31.428571428571427,0.0,1.0
267326,103.66666666666667,1.3333333333333333,25.0,0.0,8.0
267327,103.33333333333333,0.0,39.0,1.0,3.0
267328,100.0,0.0,38.666666666666664,0.0,5.0
267329,103.25,0.5,30.75,1.0,4.0
267330,107.57142857142857,2.2857142857142856,22.714285714285715,0.0,1.0
267332,96.0,1.3333333333333333,30.0,1.0,1.0
267337,93.2,1.4,25.4,1.0,10.0
267338,106.16666666666667,1.0,25.166666666666668,0.0,3.0
267343,105.0,1.0,34.0,0.0,9.0
267344,94.0,0.5,23.0,0.0,1.0
267345,106.33333333333333,1.5,36.666666666666664,1.0,6.0
267346,99.8,0.8,41.7,0.0,7.0
267347,102.66666666666667,0.6666666666666666,31.0,0.0,10.0
267348,103.75,1.75,34.5,0.0,2.0
267349,102.0,1.1666666666666667,25.166666666666668,1.0,2.0
267356,105.25,1.0,21.0,0.0,6.0
267358,104.33333333333333,1.3333333333333333,32.0,0.0,2.0
267359,100.75,1.0,41.75,0.0,1.0
267361,96.57142857142857,1.1428571428571428,25.571428571428573,0.0,4.0
267364,101.0,0.75,32.0,0.0,8.0
267366,111.0,1.6666666666666667,36.333333333333336,0.0,4.0
267374,103.0,2.0,23.8,0.0,6.0
267375,85.66666666666667,1.3333333333333333,38.666666666666664,0.0,6.0
267377,92.6,1.2,39.6,0.0,8.0
267378,97.75,1.25,37.25,0.0,3.0
267379,99.0,1.1428571428571428,42.714285714285715,1.0,2.0
267383,110.66666666666667,2.0,27.666666666666668,0.0,10.0
267385,95.75,0.5,35.0,0.0,7.0
267386,106.66666666666667,1.0,42.0,0.0,7.0
267387,103.0,2.0,39.666666666666664,0.0,9.0
267390,106.71428571428571,1.7142857142857142,36.714285714285715,1.0,2.0
267395,101.6,1.4,41.2,0.0,6.0
267398,110.5,0.75,35.5,0.0,4.0
267401,111.33333333333333,0.8333333333333334,22.5,0.0,9.0
267402,105.0,0.16666666666666666,22.0,0.0,9.0
267406,106.5,1.5,26.5,0.0,6.0
267408,108.0,1.5,24.75,0.0,10.0
267413,101.0,1.6666666666666667,38.333333333333336,0.0,4.0
267414,112.0,2.0,25.8,0.0,9.0
267419,103.77777777777777,1.2222222222222223,35.888888888888886,1.0,10.0
267420,107.1,0.8,26.5,0.0,8.0
267422,103.75,0.75,27.75,0.0,5.0
267425,107.57142857142857,2.142857142857143,25.0,1.0,5.0
267426,92.66666666666667,2.6666666666666665,31.666666666666668,0.0,1.0
267429,102.2,1.2,39.6,1.0,2.0
267430,108.83333333333333,1.5,29.166666666666668,1.0,6.0
267432,105.66666666666667,1.0,39.0,1.0,5.0
267433,96.5,1.0,23.25,1.0,2.0
267436,106.0,1.2,34.6,0.0,7.0
267437,98.5,1.0,35.25,0.0,8.0
267439,101.5,1.6,40.1,0.0,1.0
267442,91.88888888888889,1.3333333333333333,23.77777777777778,0.0,7.0
267446,94.6,1.4,20.6,0.0,6.0
267447,94.8,1.8,29.8,0.0,5.0
267450,101.33333333333333,1.0,20.666666666666668,0.0,8.0
267453,97.66666666666667,1.0,37.0,0.0,6.0
267455,105.33333333333333,1.6666666666666667,29.666666666666668,1.0,3.0
267462,97.75,0.75,25.0,0.0,7.0
267463,101.66666666666667,1.6666666666666667,41.5,1.0,4.0
267464,106.71428571428571,1.1428571428571428,35.0,1.0,3.0
267465,108.6,0.9,21.6,1.0,9.0
267466,93.16666666666667,1.8333333333333333,25.5,1.0,7.0
267467,107.0,1.125,20.875,0.0,9.0
267470,103.8,1.4,27.2,0.0,5.0
267473,108.5,1.75,24.5,0.0,3.0
267475,105.0,0.3333333333333333,32.333333333333336,0.0,3.0
267478,108.4,2.0,34.2,1.0,1.0
267479,106.0,1.25,19.25,1.0,9.0
267480,99.4,2.0,26.6,0.0,3.0
267482,109.0,1.75,33.5,0.0,7.0
267483,99.0,1.0,23.333333333333332,0.0,2.0
267485,103.66666666666667,1.0,22.666666666666668,1.0,4.0
267486,106.33333333333333,0.6666666666666666,25.666666666666668,1.0,4.0
267488,95.5,1.5,26.0,1.0,9.0
267489,102.57142857142857,1.8571428571428572,21.857142857142858,1.0,7.0
267490,98.0,1.8333333333333333,42.333333333333336,1.0,4.0
267497,109.16666666666667,2.0,23.333333333333332,1.0,4.0
267498,107.0,1.6666666666666667,21.0,1.0,4.0
267499,99.2,1.8,23.8,1.0,9.0
267500,101.5,1.25,24.875,0.0,10.0
267503,100.0,0.2,24.0,1.0,5.0
267504,95.5,0.6666666666666666,39.333333333333336,1.0,7.0
267508,101.8,0.0,27.6,0.0,2.0
267511,86.33333333333333,1.0,30.0,0.0,5.0
267512,103.5,1.25,41.75,1.0,7.0
267517,98.6,1.6,24.8,1.0,9.0
267522,103.14285714285714,1.1428571428571428,36.57142857142857,0.0,3.0
267524,104.33333333333333,0.3333333333333333,36.666666666666664,0.0,6.0
267527,99.6,1.0,37.6,0.0,6.0
267528,100.6,1.2,27.2,1.0,2.0
267529,110.25,1.25,41.75,0.0,4.0
267534,94.6,1.0,24.6,1.0,3.0
267536,102.0,1.6666666666666667,42.0,0.0,3.0
267537,110.0,1.6666666666666667,20.666666666666668,0.0,4.0
267538,106.125,2.125,32.5,0.0,4.0
267540,107.0,0.8,20.4,1.0,1.0
267542,100.0,1.75,34.75,0.0,6.0
267544,111.25,1.75,26.75,0.0,7.0
267547,99.7,0.6,24.8,0.0,4.0
267550,98.5,1.6666666666666667,25.166666666666668,0.0,9.0
267551,115.25,1.0,36.0,0.0,6.0
267552,103.8,0.4,24.4,0.0,4.0
267555,109.0,2.0,27.2,0.0,1.0
267558,97.33333333333333,1.3333333333333333,42.333333333333336,0.0,6.0
267560,107.0,1.5,30.0,0.0,2.0
267565,104.33333333333333,0.6666666666666666,29.333333333333332,0.0,9.0
267568,98.6,1.6,24.8,0.0,5.0
267574,107.0,0.75,31.75,0.0,9.0
267575,109.16666666666667,1.3333333333333333,19.166666666666668,0.0,8.0
267576,96.5,0.3333333333333333,30.333333333333332,1.0,5.0
267577,102.0,0.5,30.75,0.0,7.0
267583,95.75,2.5,40.5,0.0,4.0
267586,104.33333333333333,2.0,24.0,1.0,6.0
267588,104.16666666666667,1.6666666666666667,39.166666666666664,0.0,8.0
267592,92.33333333333333,1.3333333333333333,22.833333333333332,1.0,5.0
267594,96.0,1.0,35.142857142857146,1.0,8.0
267595,103.33333333333333,1.3333333333333333,35.5,1.0,7.0
267596,101.8,1.2,28.0,0.0,7.0
267597,105.33333333333333,2.0,36.0,0.0,10.0
267598,110.2,0.6,22.6,1.0,9.0
267604,107.4,1.0,30.8,1.0,2.0
267606,101.0,0.3333333333333333,33.333333333333336,1.0,3.0
267609,109.25,1.25,42.0,0.0,2.0
267611,105.5,1.8333333333333333,23.0,0.0,4.0
267613,101.83333333333333,1.1666666666666667,42.166666666666664,0.0,3.0
267615,96.0,2.25,30.5,1.0,3.0
267617,92.0,1.5,29.75,1.0,10.0
267618,104.5,1.6666666666666667,41.333333333333336,0.0,2.0
267620,99.33333333333333,0.5,20.333333333333332,1.0,7.0
267621,90.6,1.2,41.8,1.0,7.0
267622,100.16666666666667,2.0,33.833333333333336,0.0,2.0
267624,108.0,1.0,20.0,0.0,6.0
267629,104.25,0.75,25.5,1.0,3.0
267631,98.75,0.75,25.5,1.0,10.0
267634,89.5,0.6666666666666666,42.166666666666664,0.0,5.0
267635,88.66666666666667,0.6666666666666666,28.0,0.0,8.0
267637,94.5,2.5,40.25,1.0,4.0
267639,100.33333333333333,1.0,41.5,0.0,8.0
267642,101.5,1.0,25.25,1.0,2.0
267643,99.2,1.2,35.6,0.0,3.0
267644,103.25,1.5,31.75,1.0,7.0
267646,101.2,0.4,21.0,1.0,5.0
267649,100.5,1.75,20.25,1.0,7.0
267651,95.0,2.0,21.8,1.0,1.0
267652,99.57142857142857,1.2857142857142858,32.285714285714285,1.0,6.0
267653,105.125,1.375,24.375,0.0,5.0
267654,112.33333333333333,1.0,19.666666666666668,0.0,7.0
267655,102.0,0.75,27.25,1.0,7.0
267656,92.22222222222223,0.7777777777777778,21.666666666666668,0.0,3.0
267657,102.6,0.8,42.6,1.0,7.0
267658,106.75,1.25,40.75,1.0,5.0
267661,98.0,0.6666666666666666,36.5,0.0,8.0
267662,103.33333333333333,1.1666666666666667,36.333333333333336,1.0,8.0
267664,102.33333333333333,1.0,40.666666666666664,1.0,10.0
267665,101.0,2.142857142857143,23.714285714285715,1.0,5.0
267666,98.2,0.8,20.0,0.0,6.0
267667,93.4,0.6,33.4,0.0,6.0
267668,109.0,1.8571428571428572,32.57142857142857,0.0,5.0
267669,98.0,2.25,25.0,1.0,4.0
267671,104.0,1.5,30.75,1.0,8.0
267673,99.25,1.375,20.125,1.0,5.0
267674,107.33333333333333,0.3333333333333333,24.666666666666668,0.0,3.0
267677,94.5,2.0,23.75,0.0,4.0
267680,96.8,0.6,23.6,0.0,7.0
267681,96.33333333333333,1.0,29.666666666666668,0.0,5.0
267682,100.75,2.0,31.25,1.0,5.0
267683,106.0,0.4,27.0,0.0,10.0
267690,101.28571428571429,0.0,30.571428571428573,0.0,5.0
267691,113.75,1.25,30.75,1.0,7.0
267693,110.2,0.8,37.2,1.0,8.0
267696,106.0,0.75,39.0,1.0,8.0
267697,99.28571428571429,0.42857142857142855,37.57142857142857,0.0,6.0
267698,96.0,2.0,41.0,0.0,7.0
267699,109.5,1.0,35.0,1.0,5.0
267700,106.2,1.8,26.2,1.0,10.0
267701,106.66666666666667,1.7777777777777777,19.77777777777778,0.0,2.0
267702,102.5,1.25,37.75,1.0,6.0
267704,110.5,1.5,28.25,0.0,6.0
267707,105.28571428571429,2.142857142857143,41.857142857142854,1.0,2.0
267711,101.8,0.8,26.0,1.0,7.0
267713,112.33333333333333,0.6666666666666666,41.0,0.0,1.0
267714,101.14285714285714,1.2857142857142858,24.142857142857142,1.0,7.0
267715,110.22222222222223,1.1111111111111112,39.111111111111114,1.0,7.0
267718,102.8,1.6,39.6,1.0,9.0
267720,109.0,0.3333333333333333,34.0,1.0,10.0
267721,100.33333333333333,1.3333333333333333,40.333333333333336,1.0,9.0
267724,113.0,2.25,37.0,0.0,10.0
267726,111.5,1.25,27.25,0.0,5.0
267727,97.0,1.25,27.0,1.0,5.0
267734,96.11111111111111,1.4444444444444444,35.77777777777778,1.0,4.0
267737,112.0,0.0,22.333333333333332,0.0,5.0
267738,99.5,1.0,22.0,0.0,4.0
267739,96.75,0.25,29.75,0.0,8.0
267740,93.875,2.25,36.375,0.0,2.0
267742,101.75,0.0,41.5,0.0,5.0
267743,101.33333333333333,1.3333333333333333,40.666666666666664,0.0,10.0
267745,99.25,1.0,37.0,1.0,10.0
267747,107.0,1.25,40.0,0.0,5.0
267748,98.0,1.6,31.4,0.0,1.0
267749,91.5,1.0,39.75,0.0,10.0
267750,88.83333333333333,1.1666666666666667,26.833333333333332,0.0,1.0
267752,108.25,0.0,37.75,1.0,1.0
267753,101.2,1.6,35.6,1.0,5.0
267754,104.8,0.4,29.2,0.0,2.0
267756,103.5,1.8333333333333333,33.0,1.0,1.0
267757,92.33333333333333,1.6666666666666667,25.0,1.0,5.0
267759,105.0,2.6666666666666665,34.333333333333336,0.0,7.0
267760,111.33333333333333,1.1666666666666667,31.833333333333332,1.0,9.0
267768,106.81818181818181,1.0,30.181818181818183,0.0,3.0
267769,106.25,2.25,22.5,0.0,8.0
267771,98.0,1.0,29.6,1.0,7.0
267772,110.0,1.0,32.5,1.0,8.0
267774,115.25,1.0,29.25,0.0,4.0
267775,105.4,1.0,30.4,0.0,10.0
267778,99.83333333333333,2.1666666666666665,40.666666666666664,1.0,7.0
267781,101.0,1.0,30.166666666666668,1.0,5.0
267782,106.66666666666667,2.0,20.0,1.0,5.0
267783,106.0,1.2857142857142858,33.0,0.0,5.0
267784,102.66666666666667,0.6666666666666666,37.666666666666664,1.0,3.0
267786,96.0,1.0,33.2,0.0,8.0
267792,92.14285714285714,1.0,27.857142857142858,0.0,1.0
267793,95.2,2.2,20.4,1.0,9.0
267794,99.83333333333333,1.3333333333333333,22.5,1.0,1.0
267801,99.0,1.4,30.9,1.0,5.0
267802,95.0,2.3333333333333335,28.0,1.0,4.0
267805,108.0,2.3333333333333335,20.333333333333332,0.0,3.0
267806,103.66666666666667,0.8333333333333334,31.333333333333332,1.0,2.0
267807,105.6,2.4,40.8,0.0,7.0
267808,99.0,1.0,23.0,0.0,9.0
267811,100.4,1.0,20.6,0.0,2.0
267812,100.16666666666667,0.5,19.666666666666668,1.0,1.0
267813,113.0,2.6666666666666665,20.666666666666668,0.0,7.0
267814,108.2,1.0,35.0,1.0,7.0
267815,102.0,1.6666666666666667,41.0,1.0,10.0
267817,90.0,0.75,21.75,0.0,4.0
267819,108.5,1.25,42.0,1.0,9.0
267825,105.85714285714286,1.5714285714285714,27.428571428571427,1.0,9.0
267826,103.0,1.6,42.0,1.0,7.0
267827,99.25,2.5,40.875,1.0,7.0
267830,103.2,1.4,38.6,0.0,8.0
267832,98.14285714285714,0.7142857142857143,33.0,0.0,9.0
267835,100.66666666666667,1.3333333333333333,32.666666666666664,0.0,2.0
267836,102.5,1.25,19.75,1.0,10.0
267840,94.5,2.0,38.5,1.0,5.0
267842,108.8,1.2,33.6,1.0,1.0
267844,102.25,0.75,35.75,1.0,10.0
267846,96.66666666666667,1.6666666666666667,25.333333333333332,0.0,5.0
267852,97.25,2.25,41.5,1.0,9.0
267853,103.4,1.2,37.8,1.0,7.0
267854,119.2,0.8,25.4,0.0,10.0
267856,111.0,1.2,38.4,1.0,10.0
267858,100.33333333333333,0.5,20.0,1.0,6.0
267864,100.75,2.0,21.5,0.0,3.0
267867,95.66666666666667,0.3333333333333333,41.333333333333336,0.0,3.0
267877,97.0,2.6666666666666665,30.0,1.0,5.0
267881,109.66666666666667,0.0,30.0,1.0,5.0
267883,100.8,1.2,27.4,0.0,8.0
267886,106.0,0.5,26.833333333333332,1.0,5.0
267888,103.71428571428571,0.8571428571428571,39.142857142857146,1.0,10.0
267889,109.0,1.2,36.2,1.0,4.0
267890,105.5,1.75,24.5,0.0,2.0
