cust_id,rating,object_id,object_name
267524,3,2_4,Footwear_Kids
274048,2,5_12,Books_Academic
269413,3,4_4,Bags_Women
268487,1,2_3,Footwear_Women
274880,4,5_11,Books_Children
269601,4,2_4,Footwear_Kids
267634,2,1_3,Clothing_Kids
269933,2,2_4,Footwear_Kids
274345,2,5_11,Books_Children
269847,5,1_4,Clothing_Mens
272137,3,1_3,Clothing_Kids
272561,4,1_3,Clothing_Kids
274526,4,5_10,Books_Non-Fiction
268098,1,2_3,Footwear_Women
270631,1,3_8,Electronics_Personal Appliances
268845,4,5_3,Books_Comics
271872,1,1_4,Clothing_Mens
271735,5,5_12,Books_Academic
274511,1,6_11,Home and kitchen_Bath
269188,5,5_7,Books_Fiction
268995,4,3_9,Electronics_Cameras
267297,4,5_12,Books_Academic
268713,5,6_11,Home and kitchen_Bath
273625,2,3_10,Electronics_Audio and video
273646,1,3_5,Electronics_Computers
271384,2,2_3,Footwear_Women
269225,4,2_4,Footwear_Kids
270375,3,5_10,Books_Non-Fiction
271683,3,2_1,Footwear_Mens
270018,1,1_4,Clothing_Mens
267067,2,5_7,Books_Fiction
269947,5,3_8,Electronics_Personal Appliances
267463,3,3_10,Electronics_Audio and video
272172,3,5_7,Books_Fiction
267662,2,5_12,Books_Academic
273358,5,3_10,Electronics_Audio and video
269776,1,4_4,Bags_Women
269808,3,3_5,Electronics_Computers
267467,4,4_1,Bags_Mens
272365,4,5_11,Books_Children
270111,2,3_4,Electronics_Mobiles
266843,5,6_2,Home and kitchen_Furnishing
267754,1,2_4,Footwear_Kids
270240,3,5_12,Books_Academic
268364,1,5_12,Books_Academic
271694,3,5_3,Books_Comics
273267,4,2_4,Footwear_Kids
273368,5,6_12,Home and kitchen_Tools
273598,2,5_12,Books_Academic
268402,3,3_10,Electronics_Audio and video
274650,1,5_12,Books_Academic
273140,5,4_4,Bags_Women
267926,1,6_2,Home and kitchen_Furnishing
272143,2,4_4,Bags_Women
273660,4,3_4,Electronics_Mobiles
269269,4,3_4,Electronics_Mobiles
275227,3,5_10,Books_Non-Fiction
269950,2,5_12,Books_Academic
270042,5,3_10,Electronics_Audio and video
275082,2,6_10,Home and kitchen_Kitchen
273965,5,4_1,Bags_Mens
272395,5,6_12,Home and kitchen_Tools
272137,1,6_12,Home and kitchen_Tools
270773,1,2_1,Footwear_Mens
267704,4,6_10,Home and kitchen_Kitchen
268670,1,2_1,Footwear_Mens
274917,5,1_1,Clothing_Women
272985,3,2_4,Footwear_Kids
271577,4,1_3,Clothing_Kids
270405,5,5_3,Books_Comics
273083,4,1_3,Clothing_Kids
272874,5,5_12,Books_Academic
271596,4,1_4,Clothing_Mens
268720,4,6_10,Home and kitchen_Kitchen
275104,4,5_10,Books_Non-Fiction
275056,2,1_4,Clothing_Mens
274772,5,1_3,Clothing_Kids
273367,5,3_8,Electronics_Personal Appliances
270178,5,3_9,Electronics_Cameras
269049,5,1_3,Clothing_Kids
271101,4,6_11,Home and kitchen_Bath
271935,2,2_3,Footwear_Women
273363,3,2_3,Footwear_Women
273221,4,5_6,Books_DIY
266900,2,1_3,Clothing_Kids
272794,1,5_10,Books_Non-Fiction
270072,1,5_6,Books_DIY
272816,5,5_7,Books_Fiction
269221,1,5_11,Books_Children
275134,3,5_10,Books_Non-Fiction
274369,5,6_10,Home and kitchen_Kitchen
270419,2,6_11,Home and kitchen_Bath
267794,3,1_1,Clothing_Women
270253,1,1_4,Clothing_Mens
270148,4,3_5,Electronics_Computers
272672,2,2_1,Footwear_Mens
271310,4,6_10,Home and kitchen_Kitchen
271152,2,5_3,Books_Comics
269370,2,3_9,Electronics_Cameras
268606,5,1_3,Clothing_Kids
273096,2,6_2,Home and kitchen_Furnishing
270714,2,6_12,Home and kitchen_Tools
268275,5,2_4,Footwear_Kids
269711,1,5_6,Books_DIY
268931,5,3_4,Electronics_Mobiles
270481,1,6_2,Home and kitchen_Furnishing
270252,2,4_1,Bags_Mens
275225,4,3_10,Electronics_Audio and video
269285,3,1_3,Clothing_Kids
267656,3,6_10,Home and kitchen_Kitchen
269932,4,6_12,Home and kitchen_Tools
275196,5,4_1,Bags_Mens
272795,3,6_11,Home and kitchen_Bath
273023,5,6_11,Home and kitchen_Bath
273836,2,4_4,Bags_Women
271012,5,5_12,Books_Academic
268569,4,3_4,Electronics_Mobiles
272596,4,1_4,Clothing_Mens
268057,2,2_4,Footwear_Kids
270455,3,1_4,Clothing_Mens
271288,1,5_7,Books_Fiction
269537,4,3_5,Electronics_Computers
275088,5,6_10,Home and kitchen_Kitchen
268571,3,6_10,Home and kitchen_Kitchen
270044,5,3_8,Electronics_Personal Appliances
271583,3,5_6,Books_DIY
269697,5,3_8,Electronics_Personal Appliances
274479,2,2_3,Footwear_Women
274811,5,3_4,Electronics_Mobiles
274554,4,5_11,Books_Children
273081,3,3_8,Electronics_Personal Appliances
272031,4,3_9,Electronics_Cameras
267489,4,1_1,Clothing_Women
269188,3,3_8,Electronics_Personal Appliances
267045,5,5_6,Books_DIY
271379,4,2_1,Footwear_Mens
267464,1,2_4,Footwear_Kids
274923,3,5_7,Books_Fiction
271426,1,5_10,Books_Non-Fiction
273184,1,1_3,Clothing_Kids
274148,2,1_4,Clothing_Mens
268835,1,6_2,Home and kitchen_Furnishing
271367,1,5_12,Books_Academic
274984,4,5_12,Books_Academic
271534,4,1_1,Clothing_Women
268855,5,5_11,Books_Children
269259,4,4_1,Bags_Mens
268635,1,5_3,Books_Comics
267265,5,6_2,Home and kitchen_Furnishing
268171,2,5_10,Books_Non-Fiction
268164,4,4_1,Bags_Mens
266820,1,6_10,Home and kitchen_Kitchen
267489,2,2_3,Footwear_Women
270050,5,5_12,Books_Academic
270213,1,1_3,Clothing_Kids
270875,2,3_10,Electronics_Audio and video
274653,1,3_5,Electronics_Computers
272607,5,3_9,Electronics_Cameras
271986,3,3_9,Electronics_Cameras
267734,4,2_4,Footwear_Kids
271328,2,1_4,Clothing_Mens
269090,1,1_1,Clothing_Women
267651,5,6_2,Home and kitchen_Furnishing
273271,4,6_10,Home and kitchen_Kitchen
269476,2,1_4,Clothing_Mens
272675,4,6_2,Home and kitchen_Furnishing
271596,4,3_9,Electronics_Cameras
274587,4,5_6,Books_DIY
270888,3,4_4,Bags_Women
268516,3,5_7,Books_Fiction
272463,4,3_4,Electronics_Mobiles
273167,2,4_4,Bags_Women
270949,4,1_1,Clothing_Women
271974,5,3_10,Electronics_Audio and video
272105,2,6_11,Home and kitchen_Bath
269732,3,6_2,Home and kitchen_Furnishing
273271,5,1_3,Clothing_Kids
267858,4,5_7,Books_Fiction
274331,4,5_6,Books_DIY
268047,5,5_12,Books_Academic
272515,2,4_1,Bags_Mens
268050,3,2_1,Footwear_Mens
270678,1,4_4,Bags_Women
267702,2,5_12,Books_Academic
271176,5,1_3,Clothing_Kids
270633,2,2_1,Footwear_Mens
271758,2,4_1,Bags_Mens
270780,2,5_10,Books_Non-Fiction
272996,5,5_11,Books_Children
275082,1,3_4,Electronics_Mobiles
273703,3,6_10,Home and kitchen_Kitchen
268479,2,5_6,Books_DIY
270293,4,3_4,Electronics_Mobiles
270526,4,6_2,Home and kitchen_Furnishing
269392,4,5_7,Books_Fiction
267594,1,3_9,Electronics_Cameras
270839,1,6_12,Home and kitchen_Tools
272529,1,5_6,Books_DIY
271972,2,3_4,Electronics_Mobiles
275075,5,2_1,Footwear_Mens
271567,1,4_4,Bags_Women
273386,2,5_6,Books_DIY
271304,1,3_9,Electronics_Cameras
273509,4,4_4,Bags_Women
267547,3,4_1,Bags_Mens
271858,1,5_10,Books_Non-Fiction
274923,5,5_7,Books_Fiction
269831,3,5_6,Books_DIY
271833,1,3_9,Electronics_Cameras
268266,1,5_11,Books_Children
269780,2,2_4,Footwear_Kids
271500,4,4_4,Bags_Women
267243,3,1_1,Clothing_Women
274756,3,1_3,Clothing_Kids
269273,3,2_1,Footwear_Mens
271294,5,5_3,Books_Comics
268998,1,5_11,Books_Children
272286,1,6_10,Home and kitchen_Kitchen
271161,4,5_12,Books_Academic
270240,4,1_1,Clothing_Women
271224,5,4_1,Bags_Mens
273026,5,5_7,Books_Fiction
270036,5,1_3,Clothing_Kids
274408,4,5_7,Books_Fiction
267912,3,5_7,Books_Fiction
269524,5,4_1,Bags_Mens
274331,4,5_3,Books_Comics
275204,5,6_2,Home and kitchen_Furnishing
274728,5,2_4,Footwear_Kids
269413,5,4_1,Bags_Mens
272556,5,5_6,Books_DIY
268211,5,1_1,Clothing_Women
269820,5,2_4,Footwear_Kids
268810,5,1_1,Clothing_Women
273831,1,5_6,Books_DIY
271283,1,1_1,Clothing_Women
267771,5,5_12,Books_Academic
270239,5,5_12,Books_Academic
268679,4,4_1,Bags_Mens
266918,3,6_10,Home and kitchen_Kitchen
274751,3,6_11,Home and kitchen_Bath
269376,3,5_10,Books_Non-Fiction
272313,1,1_3,Clothing_Kids
274952,5,5_7,Books_Fiction
271683,1,3_5,Electronics_Computers
270831,5,3_8,Electronics_Personal Appliances
267488,3,1_3,Clothing_Kids
273924,2,3_8,Electronics_Personal Appliances
268996,1,1_1,Clothing_Women
271905,5,1_3,Clothing_Kids
272940,3,3_9,Electronics_Cameras
270350,1,1_3,Clothing_Kids
267991,5,6_11,Home and kitchen_Bath
271381,1,5_10,Books_Non-Fiction
267094,1,3_5,Electronics_Computers
268847,5,6_2,Home and kitchen_Furnishing
266853,2,1_1,Clothing_Women
271769,4,1_1,Clothing_Women
275022,2,4_4,Bags_Women
270706,2,5_3,Books_Comics
268352,4,3_10,Electronics_Audio and video
275246,4,3_4,Electronics_Mobiles
271937,3,1_4,Clothing_Mens
273973,5,5_7,Books_Fiction
274428,4,3_9,Electronics_Cameras
272482,3,1_1,Clothing_Women
274706,2,3_10,Electronics_Audio and video
275117,3,2_3,Footwear_Women
267594,3,6_10,Home and kitchen_Kitchen
271586,3,3_5,Electronics_Computers
273798,3,3_4,Electronics_Mobiles
270938,5,4_4,Bags_Women
274955,1,2_4,Footwear_Kids
267656,3,4_4,Bags_Women
274525,5,3_9,Electronics_Cameras
274978,4,2_3,Footwear_Women
267420,4,2_4,Footwear_Kids
270020,2,5_7,Books_Fiction
267999,3,2_4,Footwear_Kids
275136,1,6_2,Home and kitchen_Furnishing
275069,5,2_1,Footwear_Mens
266974,1,1_3,Clothing_Kids
272837,2,6_10,Home and kitchen_Kitchen
268487,3,1_3,Clothing_Kids
268027,3,2_3,Footwear_Women
269173,3,5_3,Books_Comics
274364,3,5_7,Books_Fiction
270400,2,4_4,Bags_Women
269964,2,2_4,Footwear_Kids
272659,3,3_10,Electronics_Audio and video
274428,3,3_4,Electronics_Mobiles
274621,1,1_4,Clothing_Mens
273913,5,6_2,Home and kitchen_Furnishing
274747,2,5_10,Books_Non-Fiction
271768,2,1_4,Clothing_Mens
268054,4,4_1,Bags_Mens
269890,5,3_4,Electronics_Mobiles
269873,5,1_4,Clothing_Mens
268992,2,6_11,Home and kitchen_Bath
267450,2,4_1,Bags_Mens
271910,4,3_4,Electronics_Mobiles
267164,5,5_7,Books_Fiction
274727,3,6_12,Home and kitchen_Tools
270253,4,5_7,Books_Fiction
267075,1,5_10,Books_Non-Fiction
272142,1,4_1,Bags_Mens
271490,2,5_12,Books_Academic
273095,4,5_11,Books_Children
268526,4,1_4,Clothing_Mens
271110,1,2_4,Footwear_Kids
272549,3,5_11,Books_Children
268151,1,4_4,Bags_Women
268819,4,5_10,Books_Non-Fiction
270815,3,3_4,Electronics_Mobiles
272336,4,4_1,Bags_Mens
271470,1,4_1,Bags_Mens
267753,2,4_4,Bags_Women
273511,3,2_4,Footwear_Kids
273251,2,5_6,Books_DIY
267740,3,5_12,Books_Academic
271266,4,5_6,Books_DIY
268335,4,5_12,Books_Academic
272508,2,2_1,Footwear_Mens
272757,4,6_10,Home and kitchen_Kitchen
274662,2,6_2,Home and kitchen_Furnishing
269193,5,5_10,Books_Non-Fiction
272973,2,3_4,Electronics_Mobiles
275131,4,5_6,Books_DIY
272915,1,3_8,Electronics_Personal Appliances
274150,1,3_10,Electronics_Audio and video
268565,4,5_7,Books_Fiction
271026,1,6_12,Home and kitchen_Tools
269577,4,5_12,Books_Academic
275210,2,6_11,Home and kitchen_Bath
275210,5,6_10,Home and kitchen_Kitchen
273896,1,5_10,Books_Non-Fiction
268467,2,1_4,Clothing_Mens
271357,1,5_3,Books_Comics
272103,4,2_4,Footwear_Kids
267511,4,3_5,Electronics_Computers
269612,2,3_8,Electronics_Personal Appliances
272414,2,2_4,Footwear_Kids
273043,2,6_2,Home and kitchen_Furnishing
275064,1,2_4,Footwear_Kids
268548,2,6_12,Home and kitchen_Tools
269246,3,3_4,Electronics_Mobiles
268898,2,1_1,Clothing_Women
271250,4,3_8,Electronics_Personal Appliances
268878,4,6_11,Home and kitchen_Bath
274187,1,2_4,Footwear_Kids
271992,2,3_9,Electronics_Cameras
267058,2,5_12,Books_Academic
271648,5,1_3,Clothing_Kids
271944,2,5_3,Books_Comics
269476,3,6_10,Home and kitchen_Kitchen
271158,1,3_5,Electronics_Computers
270413,3,1_1,Clothing_Women
267174,3,5_11,Books_Children
272501,4,5_10,Books_Non-Fiction
269117,5,3_8,Electronics_Personal Appliances
268923,4,3_5,Electronics_Computers
271430,5,3_9,Electronics_Cameras
273731,4,5_7,Books_Fiction
274208,4,1_4,Clothing_Mens
272924,2,6_10,Home and kitchen_Kitchen
273094,1,5_3,Books_Comics
270470,2,2_1,Footwear_Mens
271601,3,4_4,Bags_Women
272795,5,6_2,Home and kitchen_Furnishing
271280,4,1_3,Clothing_Kids
275020,2,3_4,Electronics_Mobiles
269372,3,3_5,Electronics_Computers
274223,4,3_10,Electronics_Audio and video
272328,1,6_11,Home and kitchen_Bath
268744,2,4_1,Bags_Mens
271971,1,3_8,Electronics_Personal Appliances
273536,5,6_12,Home and kitchen_Tools
273791,3,3_5,Electronics_Computers
266975,5,5_7,Books_Fiction
271565,2,3_5,Electronics_Computers
267343,4,5_6,Books_DIY
267105,2,6_2,Home and kitchen_Furnishing
271281,1,6_2,Home and kitchen_Furnishing
270740,1,1_4,Clothing_Mens
269927,2,5_6,Books_DIY
267301,5,3_9,Electronics_Cameras
268530,4,3_8,Electronics_Personal Appliances
269593,5,4_1,Bags_Mens
269757,1,5_7,Books_Fiction
267001,3,5_11,Books_Children
266841,3,5_3,Books_Comics
270762,2,3_5,Electronics_Computers
271833,5,3_5,Electronics_Computers
270399,2,2_4,Footwear_Kids
274814,5,3_10,Electronics_Audio and video
267669,2,5_11,Books_Children
271036,2,1_3,Clothing_Kids
274991,3,5_7,Books_Fiction
273397,2,2_3,Footwear_Women
273983,4,6_11,Home and kitchen_Bath
274569,5,5_11,Books_Children
274689,2,5_7,Books_Fiction
269216,1,3_5,Electronics_Computers
275215,4,5_3,Books_Comics
270494,4,1_3,Clothing_Kids
271959,3,2_1,Footwear_Mens
271357,4,1_4,Clothing_Mens
270908,5,5_6,Books_DIY
272326,1,4_1,Bags_Mens
271429,4,3_10,Electronics_Audio and video
271101,4,6_10,Home and kitchen_Kitchen
274239,3,1_4,Clothing_Mens
270716,5,4_1,Bags_Mens
273077,5,3_8,Electronics_Personal Appliances
272456,4,5_6,Books_DIY
267439,2,1_4,Clothing_Mens
274306,5,5_11,Books_Children
270535,1,5_7,Books_Fiction
267377,5,5_10,Books_Non-Fiction
267846,3,1_1,Clothing_Women
273787,4,3_5,Electronics_Computers
274480,2,2_4,Footwear_Kids
269963,3,4_4,Bags_Women
274281,5,6_12,Home and kitchen_Tools
267281,3,2_1,Footwear_Mens
271322,3,5_6,Books_DIY
267935,2,2_3,Footwear_Women
274837,2,6_11,Home and kitchen_Bath
275233,3,5_11,Books_Children
272951,4,3_4,Electronics_Mobiles
272993,3,2_3,Footwear_Women
270026,2,5_11,Books_Children
269862,1,1_1,Clothing_Women
274638,5,2_1,Footwear_Mens
272059,4,4_4,Bags_Women
268055,4,3_10,Electronics_Audio and video
274839,3,3_4,Electronics_Mobiles
272999,2,5_12,Books_Academic
267621,3,5_7,Books_Fiction
269673,4,2_4,Footwear_Kids
273429,1,1_3,Clothing_Kids
268514,4,2_1,Footwear_Mens
271381,5,6_2,Home and kitchen_Furnishing
267905,3,6_10,Home and kitchen_Kitchen
270831,2,1_1,Clothing_Women
267480,2,5_11,Books_Children
271100,5,1_1,Clothing_Women
274515,3,3_4,Electronics_Mobiles
271448,5,4_4,Bags_Women
266987,4,3_9,Electronics_Cameras
269980,3,3_10,Electronics_Audio and video
273703,1,2_3,Footwear_Women
268728,1,6_10,Home and kitchen_Kitchen
274594,5,4_4,Bags_Women
273684,1,1_1,Clothing_Women
273716,4,1_3,Clothing_Kids
274296,4,5_6,Books_DIY
273331,4,4_1,Bags_Mens
273526,1,1_4,Clothing_Mens
273135,4,6_11,Home and kitchen_Bath
269952,4,3_10,Electronics_Audio and video
272144,5,4_1,Bags_Mens
269776,3,3_5,Electronics_Computers
271029,3,3_4,Electronics_Mobiles
269783,1,1_1,Clothing_Women
274661,3,4_1,Bags_Mens
274725,2,3_4,Electronics_Mobiles
269637,1,5_10,Books_Non-Fiction
269299,3,6_10,Home and kitchen_Kitchen
274663,4,1_1,Clothing_Women
271352,1,4_4,Bags_Women
267925,5,6_10,Home and kitchen_Kitchen
267282,2,5_12,Books_Academic
274323,2,6_10,Home and kitchen_Kitchen
271107,5,2_4,Footwear_Kids
272019,1,5_11,Books_Children
275197,5,5_7,Books_Fiction
270445,4,1_1,Clothing_Women
273804,2,2_3,Footwear_Women
269636,4,3_8,Electronics_Personal Appliances
270873,3,5_11,Books_Children
272399,2,4_4,Bags_Women
275075,4,3_10,Electronics_Audio and video
273123,1,1_3,Clothing_Kids
274868,4,3_4,Electronics_Mobiles
267978,1,1_4,Clothing_Mens
269963,4,3_8,Electronics_Personal Appliances
268408,5,5_7,Books_Fiction
271668,4,6_2,Home and kitchen_Furnishing
274518,5,2_4,Footwear_Kids
269449,4,2_1,Footwear_Mens
274618,4,1_1,Clothing_Women
271850,1,1_1,Clothing_Women
272280,2,2_4,Footwear_Kids
267832,3,5_11,Books_Children
269060,4,5_12,Books_Academic
269715,5,5_10,Books_Non-Fiction
271380,5,4_1,Bags_Mens
267522,1,5_3,Books_Comics
268021,5,5_11,Books_Children
271233,1,5_11,Books_Children
267536,3,5_3,Books_Comics
267143,3,5_12,Books_Academic
267500,4,3_9,Electronics_Cameras
269393,5,3_5,Electronics_Computers
268160,2,2_1,Footwear_Mens
274292,5,6_12,Home and kitchen_Tools
272662,4,5_6,Books_DIY
269363,1,6_2,Home and kitchen_Furnishing
271664,2,5_11,Books_Children
275157,5,6_2,Home and kitchen_Furnishing
268169,1,5_12,Books_Academic
269225,5,5_12,Books_Academic
272815,4,6_12,Home and kitchen_Tools
269069,5,5_6,Books_DIY
269988,2,6_11,Home and kitchen_Bath
270160,2,2_4,Footwear_Kids
274326,1,2_4,Footwear_Kids
271302,2,1_3,Clothing_Kids
273234,2,5_6,Books_DIY
272906,4,2_3,Footwear_Women
267592,5,6_11,Home and kitchen_Bath
270865,1,3_9,Electronics_Cameras
271232,2,5_10,Books_Non-Fiction
274718,2,2_1,Footwear_Mens
269213,2,6_10,Home and kitchen_Kitchen
273299,4,4_4,Bags_Women
271821,4,3_10,Electronics_Audio and video
274814,5,1_1,Clothing_Women
266827,3,5_11,Books_Children
269171,1,6_10,Home and kitchen_Kitchen
268904,3,1_4,Clothing_Mens
273698,1,3_8,Electronics_Personal Appliances
269437,2,4_1,Bags_Mens
270050,1,3_4,Electronics_Mobiles
272410,5,1_3,Clothing_Kids
272243,5,5_6,Books_DIY
268968,5,2_3,Footwear_Women
272264,5,6_2,Home and kitchen_Furnishing
274268,1,2_3,Footwear_Women
268740,2,5_3,Books_Comics
272077,1,1_3,Clothing_Kids
273917,4,6_2,Home and kitchen_Furnishing
270092,1,6_2,Home and kitchen_Furnishing
267938,2,6_2,Home and kitchen_Furnishing
268951,2,6_2,Home and kitchen_Furnishing
274948,5,1_4,Clothing_Mens
268569,1,5_10,Books_Non-Fiction
270360,4,2_4,Footwear_Kids
271045,3,5_12,Books_Academic
273799,5,6_11,Home and kitchen_Bath
272514,3,5_11,Books_Children
274221,2,5_11,Books_Children
275163,2,6_10,Home and kitchen_Kitchen
268046,3,6_2,Home and kitchen_Furnishing
272702,4,5_3,Books_Comics
271729,3,5_6,Books_DIY
266966,2,5_6,Books_DIY
267781,2,3_5,Electronics_Computers
269664,2,1_1,Clothing_Women
267511,3,3_10,Electronics_Audio and video
274521,4,2_1,Footwear_Mens
273546,3,5_10,Books_Non-Fiction
270226,2,5_11,Books_Children
270262,2,3_8,Electronics_Personal Appliances
268090,2,1_3,Clothing_Kids
274099,4,1_1,Clothing_Women
266799,1,6_10,Home and kitchen_Kitchen
272869,2,1_3,Clothing_Kids
267265,5,3_5,Electronics_Computers
270181,2,5_11,Books_Children
270026,5,4_1,Bags_Mens
269300,3,3_4,Electronics_Mobiles
267344,4,3_10,Electronics_Audio and video
269228,1,1_4,Clothing_Mens
272228,5,1_1,Clothing_Women
272200,1,6_10,Home and kitchen_Kitchen
268727,2,6_11,Home and kitchen_Bath
267631,1,6_12,Home and kitchen_Tools
272900,5,5_7,Books_Fiction
273220,4,4_1,Bags_Mens
273928,4,1_3,Clothing_Kids
266911,3,2_3,Footwear_Women
270766,3,5_10,Books_Non-Fiction
274865,3,5_11,Books_Children
274789,1,1_1,Clothing_Women
273156,5,1_1,Clothing_Women
274792,3,5_11,Books_Children
268996,5,5_7,Books_Fiction
269894,3,5_10,Books_Non-Fiction
268097,2,5_3,Books_Comics
268497,2,1_4,Clothing_Mens
275082,4,3_8,Electronics_Personal Appliances
267667,5,6_11,Home and kitchen_Bath
271810,2,1_4,Clothing_Mens
267666,5,6_12,Home and kitchen_Tools
274226,5,5_7,Books_Fiction
267379,2,5_10,Books_Non-Fiction
274963,2,1_4,Clothing_Mens
267106,5,4_1,Bags_Mens
272928,4,2_1,Footwear_Mens
273973,1,3_8,Electronics_Personal Appliances
268366,5,5_6,Books_DIY
271927,2,6_2,Home and kitchen_Furnishing
273615,1,1_4,Clothing_Mens
269902,4,5_6,Books_DIY
271722,1,3_8,Electronics_Personal Appliances
273354,4,1_1,Clothing_Women
271166,2,5_3,Books_Comics
271406,4,3_9,Electronics_Cameras
274243,4,3_4,Electronics_Mobiles
273237,3,3_5,Electronics_Computers
271749,1,4_4,Bags_Women
272133,4,5_3,Books_Comics
270074,4,1_3,Clothing_Kids
269299,2,6_10,Home and kitchen_Kitchen
272889,5,5_3,Books_Comics
269935,2,3_9,Electronics_Cameras
268910,2,5_12,Books_Academic
268346,5,5_11,Books_Children
273692,4,3_10,Electronics_Audio and video
272465,1,5_6,Books_DIY
267316,3,6_12,Home and kitchen_Tools
273325,1,6_12,Home and kitchen_Tools
274052,1,1_4,Clothing_Mens
274927,2,1_3,Clothing_Kids
270407,2,3_8,Electronics_Personal Appliances
268562,3,5_7,Books_Fiction
