,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,quantity,rate,total_amt,store_type,prod_cat,prod_subcat,dob,gender,city_code
60,96923177403,270778,2014-02-18,11,6,5,1111,6138.275,MBR,Home and kitchen,Bath,1985-01-18,F,8.0
61,78091789730,271030,2014-02-18,4,1,1,380,419.9,e-Shop,Clothing,Mens,1979-07-05,M,1.0
62,84466140532,274426,2014-02-18,6,5,5,423,2337.075,e-Shop,Books,DIY,1982-07-16,F,8.0
63,59232461135,269019,2014-02-17,4,2,2,479,1058.59,Flagship store,Footwear,Kids,1980-05-09,F,5.0
64,58223423237,268138,2014-02-17,6,5,3,1398,4634.37,e-Shop,Books,DIY,1980-06-23,M,3.0
65,60560888204,271250,2014-02-17,10,6,2,707,1562.47,Flagship store,Home and kitchen,Kitchen,1976-02-20,M,4.0
66,22643667930,271489,2014-02-17,12,6,1,1225,1353.625,TeleShop,Home and kitchen,Tools,1971-04-21,M,9.0
67,12161898302,274402,2014-02-17,1,2,-1,-891,-984.555,TeleShop,Footwear,Mens,1972-02-24,M,7.0
68,43561027610,270244,2014-02-17,8,3,1,728,804.44,e-Shop,Electronics,Personal Appliances,1988-09-26,F,5.0
69,40604748560,269387,2014-02-17,6,5,5,760,4199.0,Flagship store,Books,DIY,1990-02-03,F,10.0
70,8868056339,268145,2014-02-17,2,6,-2,-152,-335.92,e-Shop,Home and kitchen,Furnishing,1977-06-27,F,6.0
71,78600072636,273067,2014-02-17,9,3,3,446,1478.49,TeleShop,Electronics,Cameras,1973-02-21,F,5.0
72,79792372943,275108,2014-02-17,3,1,3,908,3010.02,MBR,Clothing,Kids,1971-11-04,F,8.0
73,94418788162,267559,2014-02-17,10,6,1,620,685.1,TeleShop,Home and kitchen,Kitchen,1988-04-05,F,2.0
74,86635642295,271763,2014-02-17,12,6,5,562,3105.05,Flagship store,Home and kitchen,Tools,1979-05-14,M,7.0
75,75980673312,270678,2014-02-17,7,5,4,1377,6086.34,TeleShop,Books,Fiction,1970-08-06,F,4.0
76,88830495604,269018,2014-02-17,10,6,4,307,1356.94,MBR,Home and kitchen,Kitchen,1989-09-10,M,8.0
77,19729968655,269162,2014-02-16,10,5,2,721,1593.41,e-Shop,Books,Non-Fiction,1989-05-29,M,3.0
78,8709975598,269867,2014-02-16,11,5,3,1243,4120.545,e-Shop,Books,Children,1970-12-17,F,1.0
79,56483064719,270108,2014-02-16,4,3,2,1037,2291.77,e-Shop,Electronics,Mobiles,1986-04-19,F,7.0
80,55452156634,273734,2014-02-16,3,5,5,778,4298.45,e-Shop,Books,Comics,1987-11-07,F,9.0
81,22461440770,270294,2014-02-16,4,3,5,1060,5856.5,e-Shop,Electronics,Mobiles,1975-11-26,M,7.0
82,4067131912,274014,2014-02-16,3,5,4,332,1467.44,e-Shop,Books,Comics,1975-01-24,M,10.0
83,59201497276,273506,2014-02-16,12,6,3,537,1780.155,MBR,Home and kitchen,Tools,1971-12-23,M,3.0
84,51750724947,273420,2014-02-16,6,5,2,791,1748.11,TeleShop,Books,DIY,1992-07-27,M,8.0
85,45848212352,268592,2014-02-16,1,2,3,1029,3411.135,TeleShop,Footwear,Mens,1992-12-06,F,7.0
86,79449440045,271561,2014-02-16,8,3,4,498,2201.16,e-Shop,Electronics,Personal Appliances,1985-06-25,M,5.0
87,83108241933,273896,2014-02-16,4,1,2,574,1268.54,e-Shop,Clothing,Mens,1975-09-24,M,6.0
88,84867095544,267360,2014-02-16,8,3,3,674,2234.31,e-Shop,Electronics,Personal Appliances,1991-02-10,F,2.0
89,92825360774,267072,2014-02-16,1,2,5,803,4436.575,e-Shop,Footwear,Mens,1985-06-12,M,8.0
90,76990911956,270148,2014-02-16,4,3,4,448,1980.16,Flagship store,Electronics,Mobiles,1979-03-08,M,1.0
91,93274880719,271509,2014-02-16,11,6,3,1363,4518.345,e-Shop,Home and kitchen,Bath,1981-06-08,M,3.0
92,86612653865,274813,2014-02-16,2,6,3,1271,4213.365,e-Shop,Home and kitchen,Furnishing,1987-10-02,M,6.0
93,10262222991,272069,2014-02-15,7,5,3,1462,4846.53,e-Shop,Books,Fiction,1972-04-29,F,8.0
94,34544863855,269388,2014-02-15,11,6,2,922,2037.62,Flagship store,Home and kitchen,Bath,1975-11-14,M,3.0
95,22781866776,271875,2014-02-15,2,6,4,428,1891.76,TeleShop,Home and kitchen,Furnishing,1985-03-20,F,7.0
96,4449802598,271355,2014-02-15,12,6,4,999,4415.58,TeleShop,Home and kitchen,Tools,1983-09-08,F,2.0
97,3530523263,272777,2014-02-15,10,6,2,582,1286.22,MBR,Home and kitchen,Kitchen,1970-09-29,M,7.0
98,8433718881,271912,2014-02-15,11,6,2,1438,3177.98,MBR,Home and kitchen,Bath,1980-05-01,M,10.0
99,21494029219,268052,2014-02-15,4,2,4,228,1007.76,e-Shop,Footwear,Kids,1988-12-18,M,7.0
100,56419730266,268772,2014-02-15,11,5,1,1213,1340.365,e-Shop,Books,Children,1970-10-20,F,3.0
101,50076728598,269014,2014-02-15,8,3,4,581,2568.02,e-Shop,Electronics,Personal Appliances,1979-11-27,F,3.0
102,35243275448,273075,2014-02-15,2,6,4,1168,5162.56,TeleShop,Home and kitchen,Furnishing,1978-04-05,M,8.0
103,10942311291,271297,2014-02-15,3,1,2,756,1670.76,Flagship store,Clothing,Kids,1980-02-17,M,10.0
104,63352996926,272145,2014-02-15,5,3,4,1342,5931.64,Flagship store,Electronics,Computers,1976-08-09,F,9.0
105,73713102191,268867,2014-02-15,1,1,1,714,788.97,MBR,Clothing,Women,1987-10-24,F,4.0
106,70043127245,271595,2014-02-15,8,3,1,1461,1614.405,TeleShop,Electronics,Personal Appliances,1974-02-15,M,5.0
107,85713951101,274609,2014-02-15,12,5,5,968,5348.2,TeleShop,Books,Academic,1978-02-04,F,5.0
108,82975337804,272529,2014-02-15,4,4,4,869,3840.98,Flagship store,Bags,Women,1991-03-23,F,6.0
109,84116465142,271368,2014-02-15,10,5,5,788,4353.7,MBR,Books,Non-Fiction,1978-02-08,F,2.0
110,62672834763,268855,2014-02-14,4,3,3,1363,4518.345,e-Shop,Electronics,Mobiles,1992-09-25,M,4.0
111,57134739558,270625,2014-02-14,1,1,5,595,3287.375,TeleShop,Clothing,Women,1992-02-03,M,6.0
112,57112244235,268076,2014-02-14,10,3,4,167,738.14,Flagship store,Electronics,Audio and video,1978-08-07,M,8.0
113,6993051511,271658,2014-02-14,11,6,2,476,1051.96,e-Shop,Home and kitchen,Bath,1972-03-25,F,10.0
114,28621201753,271310,2014-02-14,10,6,-4,-219,-967.98,e-Shop,Home and kitchen,Kitchen,1979-04-23,M,5.0
115,2934877504,271859,2014-02-14,3,2,4,1274,5631.08,Flagship store,Footwear,Women,1988-11-12,F,1.0
116,56835507985,271744,2014-02-14,6,5,4,378,1670.76,MBR,Books,DIY,1979-05-18,F,10.0
117,31183475305,273474,2014-02-14,9,3,2,706,1560.26,e-Shop,Electronics,Cameras,1977-10-12,F,1.0
118,50177628799,273763,2014-02-14,4,2,3,803,2661.945,MBR,Footwear,Kids,1990-07-26,F,3.0
119,30489975482,274689,2014-02-14,10,3,4,1002,4428.84,MBR,Electronics,Audio and video,1982-05-15,M,6.0
120,85198716539,269275,2014-02-14,10,3,1,96,106.08,TeleShop,Electronics,Audio and video,1980-05-07,M,3.0
121,85284647047,271924,2014-02-14,2,6,2,367,811.07,Flagship store,Home and kitchen,Furnishing,1970-10-03,M,5.0
122,92809340294,271061,2014-02-14,4,3,3,1004,3328.26,e-Shop,Electronics,Mobiles,1978-01-18,M,9.0
123,81262483026,268956,2014-02-14,9,3,4,700,3094.0,TeleShop,Electronics,Cameras,1984-05-28,M,6.0
124,99503089534,274266,2014-02-14,8,3,1,1370,1513.85,Flagship store,Electronics,Personal Appliances,1983-03-19,M,9.0
125,88321457472,269907,2014-02-14,10,3,5,621,3431.025,e-Shop,Electronics,Audio and video,1989-01-20,F,5.0
126,75927432534,267500,2014-02-14,1,4,2,845,1867.45,e-Shop,Bags,Mens,1987-07-18,M,10.0
127,70614782851,269140,2014-02-14,2,6,4,342,1511.64,TeleShop,Home and kitchen,Furnishing,1979-07-21,F,9.0
128,64655688681,268136,2014-02-14,1,4,5,153,845.325,TeleShop,Bags,Mens,1974-09-13,M,1.0
129,16952157158,271493,2014-02-13,4,4,2,1200,2652.0,e-Shop,Bags,Women,1986-06-23,M,10.0
130,7719443790,271312,2014-02-13,10,3,4,1135,5016.7,e-Shop,Electronics,Audio and video,1970-04-01,F,5.0
131,58500805392,267375,2014-02-13,4,4,3,85,281.775,TeleShop,Bags,Women,1975-07-17,M,6.0
132,6801834681,273174,2014-02-13,4,1,1,642,709.41,Flagship store,Clothing,Mens,1989-04-18,F,2.0
133,10655853079,267375,2014-02-13,6,5,4,1486,6568.12,TeleShop,Books,DIY,1975-07-17,M,6.0
134,21685086436,274152,2014-02-13,2,6,3,765,2535.975,Flagship store,Home and kitchen,Furnishing,1975-05-08,M,2.0
135,36041524849,274408,2014-02-13,3,5,3,771,2555.865,Flagship store,Books,Comics,1979-05-19,F,3.0
136,58780907716,270071,2014-02-13,11,6,2,819,1809.99,MBR,Home and kitchen,Bath,1973-01-17,F,5.0
137,35353613089,270207,2014-02-13,4,1,3,126,417.69,Flagship store,Clothing,Mens,1975-01-05,F,3.0
138,2737048693,270263,2014-02-13,4,2,4,1108,4897.36,e-Shop,Footwear,Kids,1989-08-05,F,7.0
139,84834490422,271596,2014-02-13,4,1,-4,-447,-1975.74,e-Shop,Clothing,Mens,1972-11-29,F,9.0
140,78324020330,273304,2014-02-13,11,6,3,765,2535.975,e-Shop,Home and kitchen,Bath,1978-07-11,F,2.0
141,88853694830,268444,2014-02-13,4,4,3,80,265.2,MBR,Bags,Women,1992-01-02,F,6.0
142,87149439767,273848,2014-02-13,6,5,3,1288,4269.72,TeleShop,Books,DIY,1983-01-16,M,2.0
143,89646857855,273598,2014-02-13,11,6,4,755,3337.1,MBR,Home and kitchen,Bath,1982-03-27,M,9.0
144,12323853707,273552,2014-12-02,12,6,4,510,2254.2,TeleShop,Home and kitchen,Tools,1987-06-22,F,10.0
145,60596009595,274652,2014-12-02,12,5,4,183,808.86,MBR,Books,Academic,1985-07-08,M,8.0
146,17146707816,274897,2014-12-02,12,5,3,622,2061.93,MBR,Books,Academic,1987-09-16,M,2.0
147,36792372906,275246,2014-12-02,2,6,1,1185,1309.425,e-Shop,Home and kitchen,Furnishing,1970-06-25,M,3.0
148,38821078489,267025,2014-12-02,10,6,4,933,4123.86,e-Shop,Home and kitchen,Kitchen,1976-08-12,F,8.0
149,23525861068,268100,2014-12-02,1,2,3,1318,4369.17,TeleShop,Footwear,Mens,1991-02-26,M,1.0
150,15403541663,266794,2014-12-02,3,2,2,322,711.62,e-Shop,Footwear,Women,1971-02-28,F,9.0
151,45649838090,273667,2014-12-02,11,6,1,1450,1602.25,e-Shop,Home and kitchen,Bath,1981-05-29,M,9.0
152,33433865581,269772,2014-12-02,4,2,3,1035,3431.025,TeleShop,Footwear,Kids,1981-05-25,F,9.0
153,55245382907,270810,2014-12-02,4,3,2,979,2163.59,TeleShop,Electronics,Mobiles,1972-03-01,F,1.0
154,74023090711,271180,2014-12-02,8,3,3,271,898.365,Flagship store,Electronics,Personal Appliances,1987-11-08,M,4.0
155,76916560921,268720,2014-12-02,10,6,-4,-348,-1538.16,e-Shop,Home and kitchen,Kitchen,1989-08-07,M,3.0
156,79536458466,271944,2014-12-02,1,1,2,996,2201.16,e-Shop,Clothing,Women,1971-12-11,F,5.0
157,69329009642,273799,2014-12-02,9,3,1,357,394.485,TeleShop,Electronics,Cameras,1988-09-26,F,10.0
158,89214951500,273322,2014-12-02,12,6,1,1166,1288.43,TeleShop,Home and kitchen,Tools,1983-06-10,F,1.0
159,78753279494,269758,2014-12-02,10,5,3,952,3155.88,MBR,Books,Non-Fiction,1979-06-24,M,3.0
160,97409887219,267466,2014-12-02,4,4,1,78,86.19,e-Shop,Bags,Women,1987-08-06,F,7.0
161,65228973233,270009,2014-12-02,11,5,2,301,665.21,e-Shop,Books,Children,1979-04-25,M,3.0
162,83661978186,274678,2014-12-02,10,3,2,325,718.25,e-Shop,Electronics,Audio and video,1975-05-20,F,9.0
163,50149714801,270330,2014-11-02,10,6,5,1453,8027.825,Flagship store,Home and kitchen,Kitchen,1981-07-13,M,3.0
164,39874643292,267524,2014-11-02,4,2,3,834,2764.71,e-Shop,Footwear,Kids,1975-10-19,M,6.0
165,59774938687,272137,2014-11-02,12,6,-1,-541,-597.805,e-Shop,Home and kitchen,Tools,1976-11-24,F,8.0
166,26982813520,274048,2014-11-02,12,5,2,1410,3116.1,MBR,Books,Academic,1982-11-02,F,1.0
167,16894888318,273946,2014-11-02,11,6,1,1238,1367.99,e-Shop,Home and kitchen,Bath,1972-03-03,M,1.0
168,2663044947,268959,2014-11-02,4,1,5,1440,7956.0,e-Shop,Clothing,Mens,1971-11-29,F,3.0
169,34493454984,269413,2014-11-02,4,4,3,1236,4097.34,MBR,Bags,Women,1982-12-06,M,8.0
170,17363873507,274693,2014-11-02,2,6,2,647,1429.87,TeleShop,Home and kitchen,Furnishing,1986-11-22,F,8.0
171,43134751727,268487,2014-11-02,3,2,1,611,675.155,e-Shop,Footwear,Women,1984-06-10,F,2.0
172,48458724845,274880,2014-11-02,11,5,4,431,1905.02,Flagship store,Books,Children,1986-04-01,F,1.0
173,18326377260,269601,2014-11-02,4,2,4,710,3138.2,Flagship store,Footwear,Kids,1992-08-13,M,5.0
174,19332389714,267634,2014-11-02,3,1,2,335,740.35,Flagship store,Clothing,Kids,1971-07-11,M,5.0
175,6707537285,269933,2014-11-02,4,2,2,1196,2643.16,TeleShop,Footwear,Kids,1988-07-06,M,10.0
176,32636903929,270875,2014-11-02,10,3,-2,-316,-698.36,e-Shop,Electronics,Audio and video,1989-01-26,M,2.0
177,44081602885,274345,2014-11-02,11,5,2,1437,3175.77,MBR,Books,Children,1977-11-29,F,3.0
178,77013937426,274781,2014-11-02,5,3,1,588,649.74,TeleShop,Electronics,Computers,1982-05-03,F,5.0
179,74015278814,269847,2014-11-02,4,1,5,1406,7768.15,TeleShop,Clothing,Mens,1978-03-02,F,1.0
180,67749427752,272137,2014-11-02,3,1,3,214,709.41,Flagship store,Clothing,Kids,1976-11-24,F,8.0
181,63521826176,272561,2014-11-02,3,1,4,1101,4866.42,e-Shop,Clothing,Kids,1972-11-12,M,8.0
182,75365399021,274526,2014-11-02,10,5,4,1251,5529.42,Flagship store,Books,Non-Fiction,1985-11-11,M,3.0
183,19792156528,268098,2014-10-02,3,2,1,711,785.655,TeleShop,Footwear,Women,1978-07-12,F,5.0
184,46596657080,270631,2014-10-02,8,3,1,906,1001.13,TeleShop,Electronics,Personal Appliances,1971-03-05,F,8.0
185,163194840,268845,2014-10-02,3,5,4,1093,4831.06,Flagship store,Books,Comics,1991-11-22,F,1.0
186,42749293387,271872,2014-10-02,4,1,1,87,96.135,e-Shop,Clothing,Mens,1988-05-08,F,4.0
187,52367686566,271735,2014-10-02,12,5,5,312,1723.8,MBR,Books,Academic,1992-06-05,M,8.0
188,19030689527,274511,2014-10-02,11,6,1,542,598.91,e-Shop,Home and kitchen,Bath,1979-06-03,F,8.0
189,47710448314,269932,2014-10-02,12,6,-4,-666,-2943.72,e-Shop,Home and kitchen,Tools,1976-11-09,F,8.0
190,22385705298,269188,2014-10-02,7,5,5,554,3060.85,e-Shop,Books,Fiction,1976-02-04,F,2.0
191,59105495602,268995,2014-10-02,9,3,4,479,2117.18,Flagship store,Electronics,Cameras,1976-07-04,M,1.0
192,38825384480,267297,2014-10-02,12,5,4,725,3204.5,e-Shop,Books,Academic,1976-01-04,M,2.0
193,83881310302,268713,2014-10-02,11,6,5,452,2497.3,MBR,Home and kitchen,Bath,1986-12-03,F,6.0
194,81261371045,273625,2014-10-02,10,3,2,815,1801.15,MBR,Electronics,Audio and video,1985-02-23,M,7.0
195,88990481317,273646,2014-10-02,5,3,1,239,264.095,MBR,Electronics,Computers,1989-06-08,F,3.0
196,85157626424,271384,2014-10-02,3,2,2,447,987.87,e-Shop,Footwear,Women,1980-03-25,M,9.0
197,64586839639,269225,2014-10-02,4,2,4,813,3593.46,TeleShop,Footwear,Kids,1987-10-11,M,9.0
198,97048148140,268101,2014-10-02,4,3,4,1456,6435.52,Flagship store,Electronics,Mobiles,1972-06-25,M,3.0
199,80632003085,268801,2014-10-02,10,6,4,857,3787.94,e-Shop,Home and kitchen,Kitchen,1977-01-04,M,7.0
200,80509578375,273454,2014-10-02,8,3,3,771,2555.865,e-Shop,Electronics,Personal Appliances,1984-12-04,F,3.0
201,45988245637,270375,2014-09-02,10,5,3,970,3215.55,e-Shop,Books,Non-Fiction,1980-07-11,M,5.0
202,27576087298,270419,2014-09-02,11,6,-2,-856,-1891.76,MBR,Home and kitchen,Bath,1981-05-12,F,2.0
203,62539388511,271683,2014-09-02,1,2,3,77,255.255,e-Shop,Footwear,Mens,1975-08-01,M,2.0
204,40251543872,270018,2014-09-02,4,1,1,1149,1269.645,e-Shop,Clothing,Mens,1976-11-03,M,6.0
205,23333535918,267067,2014-09-02,7,5,2,306,676.26,e-Shop,Books,Fiction,1991-11-01,M,5.0
206,33632846691,268606,2014-09-02,3,1,-5,-1146,-6331.65,e-Shop,Clothing,Kids,1973-03-03,F,1.0
207,4346259881,269947,2014-09-02,8,3,5,857,4734.925,TeleShop,Electronics,Personal Appliances,1985-05-24,F,9.0
208,39579115484,267463,2014-09-02,10,3,3,815,2701.725,MBR,Electronics,Audio and video,1971-04-22,F,4.0
209,7038716135,272172,2014-09-02,7,5,3,519,1720.485,e-Shop,Books,Fiction,1975-09-17,M,10.0
210,33587223995,267662,2014-09-02,12,5,2,334,738.14,e-Shop,Books,Academic,1976-05-19,F,8.0
211,8378457026,273358,2014-09-02,10,3,5,494,2729.35,e-Shop,Electronics,Audio and video,1971-04-25,F,8.0
212,37044229807,269776,2014-09-02,4,4,1,613,677.365,e-Shop,Bags,Women,1979-08-04,F,3.0
213,67548143862,272515,2014-09-02,1,4,-2,-586,-1295.06,MBR,Bags,Mens,1991-06-21,M,8.0
214,75768838702,269808,2014-09-02,5,3,3,1381,4578.015,TeleShop,Electronics,Computers,1975-06-01,M,9.0
215,72558029032,267467,2014-09-02,1,4,4,611,2700.62,Flagship store,Bags,Mens,1991-01-10,M,9.0
216,83012826863,272365,2014-09-02,11,5,4,825,3646.5,MBR,Books,Children,1983-05-19,F,9.0
217,78615435064,270111,2014-09-02,4,3,2,1069,2362.49,Flagship store,Electronics,Mobiles,1989-10-14,F,7.0
218,65766709899,266843,2014-09-02,2,6,5,934,5160.35,TeleShop,Home and kitchen,Furnishing,1987-01-02,F,5.0
219,88707635548,267754,2014-09-02,4,2,1,257,283.985,e-Shop,Footwear,Kids,1983-03-08,M,2.0
220,86159101262,270240,2014-09-02,12,5,3,680,2254.2,e-Shop,Books,Academic,1988-12-07,M,1.0
221,56288202501,267656,2014-08-02,10,6,-3,-421,-1395.615,e-Shop,Home and kitchen,Kitchen,1991-07-15,M,3.0
222,1255149551,268364,2014-08-02,12,5,1,495,546.975,TeleShop,Books,Academic,1974-09-04,M,9.0
223,364208039,271694,2014-08-02,3,5,3,935,3099.525,e-Shop,Books,Comics,1977-02-12,F,10.0
224,13264686077,273267,2014-08-02,4,2,4,1177,5202.34,e-Shop,Footwear,Kids,1988-04-20,F,7.0
225,28977973301,273368,2014-08-02,12,6,5,627,3464.175,MBR,Home and kitchen,Tools,1989-10-03,F,4.0
226,60419542443,273598,2014-08-02,12,5,2,849,1876.29,e-Shop,Books,Academic,1982-03-27,M,9.0
227,38646806488,273353,2014-08-02,11,6,2,787,1739.27,e-Shop,Home and kitchen,Bath,1970-10-07,F,4.0
228,6002148986,268402,2014-08-02,10,3,3,537,1780.155,Flagship store,Electronics,Audio and video,1989-05-23,F,9.0
229,14834552371,274650,2014-08-02,12,5,1,498,550.29,Flagship store,Books,Academic,1986-12-04,M,1.0
230,24352273509,273140,2014-08-02,4,4,5,621,3431.025,e-Shop,Bags,Women,1980-09-13,F,2.0
231,17363351082,267926,2014-08-02,2,6,1,1398,1544.79,MBR,Home and kitchen,Furnishing,1985-06-18,M,3.0
232,61981174638,272143,2014-08-02,4,4,2,615,1359.15,TeleShop,Bags,Women,1992-10-28,F,3.0
233,90855483222,274895,2014-08-02,5,3,1,372,411.06,Flagship store,Electronics,Computers,1974-01-16,F,9.0
234,68620999310,273660,2014-08-02,4,3,4,1202,5312.84,e-Shop,Electronics,Mobiles,1975-05-05,M,10.0
